munic,prov,num_certificados,fec_emision_avg,fec_expira_avg,emision_co_avg,consumo_ener_avg,anio_avg,latitud_avg,longitud_avg,clasificacion_emisiones_A_pct,clasificacion_emisiones_B_pct,clasificacion_emisiones_C_pct,clasificacion_emisiones_D_pct,clasificacion_emisiones_E_pct,clasificacion_emisiones_F_pct,clasificacion_emisiones_G_pct,clasificacion_consumo_A_pct,clasificacion_consumo_B_pct,clasificacion_consumo_C_pct,clasificacion_consumo_D_pct,clasificacion_consumo_E_pct,clasificacion_consumo_F_pct,clasificacion_consumo_G_pct,estadoedi_Existente_pct,estadoedi_Obra Terminada_pct,estadoedi_Proyecto Nueva Construcción_pct,estadoedi_Proyecto Reforma_pct,tipoedi_Bloque completo_pct,tipoedi_Bloque: Vivienda individual_pct,tipoedi_Edificio completo_pct,tipoedi_Local_pct,tipoedi_Unifamiliar_pct
CALATAYUD,ZARAGOZA,2650,2021-07-23,2031-07-27,52.4610641509434,359.8719622641509,1979,41.3510264330629,-1.6418317394219117,1.0566037735849056,1.2075471698113207,3.69811320754717,29.849056603773583,46.41509433962264,10.0,7.773584905660377,1.0188679245283019,0.6037735849056604,3.3207547169811322,19.735849056603776,52.45283018867924,8.30188679245283,14.566037735849058,99.16981132075472,0.33962264150943394,0.4528301886792453,0.03773584905660377,32.64150943396226,54.15094339622642,0.9811320754716981,4.0,8.226415094339623
CALATORAO,ZARAGOZA,322,2021-08-31,2031-05-22,74.74394409937888,342.13574534161495,1964,41.52306569516461,-1.344909225857459,2.1739130434782608,2.1739130434782608,4.968944099378882,13.975155279503104,42.857142857142854,13.664596273291925,20.18633540372671,2.1739130434782608,1.8633540372670807,3.4161490683229814,9.627329192546584,42.2360248447205,21.11801242236025,19.565217391304348,99.68944099378882,0.3105590062111801,0.0,0.0,8.074534161490684,19.565217391304348,2.7950310559006213,2.7950310559006213,66.77018633540372
CALCENA,ZARAGOZA,5,2022-04-14,2032-08-06,38.734,185.95999999999998,1938,41.65477015977533,-1.7182665011205536,0.0,0.0,20.0,40.0,40.0,0.0,0.0,0.0,20.0,0.0,20.0,60.0,0.0,0.0,80.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,80.0
CALDEARENAS,HUESCA,19,2021-06-08,2031-04-21,80.5178947368421,425.0836842105263,1961,42.399431464342136,-0.5348655894181311,5.263157894736842,5.263157894736842,5.263157894736842,10.526315789473683,47.368421052631575,0.0,26.31578947368421,5.263157894736842,5.263157894736842,5.263157894736842,0.0,36.84210526315789,10.526315789473683,36.84210526315789,84.21052631578947,5.263157894736842,10.526315789473683,0.0,0.0,15.789473684210526,5.263157894736842,0.0,78.94736842105263
CALMARZA,ZARAGOZA,7,2020-12-07,2031-01-24,56.64857142857142,285.06,1968,41.15742341868737,-1.9116440953829195,0.0,0.0,0.0,42.857142857142854,42.857142857142854,14.285714285714285,0.0,0.0,0.0,0.0,0.0,71.42857142857143,28.57142857142857,0.0,100.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,57.14285714285714
CALOMARDE,TERUEL,7,2022-04-19,2031-08-02,62.035714285714285,292.5728571428572,1952,40.37277806500565,-1.574791344720729,0.0,0.0,14.285714285714285,14.285714285714285,57.14285714285714,14.285714285714285,0.0,0.0,0.0,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857,14.285714285714285,100.0,0.0,0.0,0.0,0.0,14.285714285714285,28.57142857142857,0.0,57.14285714285714
CAMARENA DE LA SIERRA,TERUEL,67,2022-01-31,2031-11-21,162.95358208955224,239.5831343283582,1983,40.14898373880552,-1.0420895571727438,5.970149253731343,5.970149253731343,4.477611940298507,11.940298507462686,59.70149253731343,5.970149253731343,5.970149253731343,5.970149253731343,4.477611940298507,4.477611940298507,11.940298507462686,50.74626865671642,11.940298507462686,10.44776119402985,98.50746268656717,0.0,1.4925373134328357,0.0,4.477611940298507,58.2089552238806,8.955223880597014,1.4925373134328357,26.865671641791046
CAMARILLAS,TERUEL,6,2021-02-19,2031-02-19,51.824999999999996,255.22500000000002,1951,40.61241823301921,-0.7537166612540841,16.666666666666664,0.0,0.0,16.666666666666664,50.0,0.0,16.666666666666664,16.666666666666664,0.0,0.0,33.33333333333333,33.33333333333333,0.0,16.666666666666664,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CAMAÑAS,TERUEL,7,2021-12-02,2031-12-03,43.205714285714286,184.00285714285715,1969,40.64333968418888,-1.1378391579870257,14.285714285714285,0.0,14.285714285714285,14.285714285714285,42.857142857142854,14.285714285714285,0.0,14.285714285714285,0.0,0.0,28.57142857142857,42.857142857142854,14.285714285714285,0.0,85.71428571428571,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,100.0
CAMINREAL,TERUEL,34,2023-05-31,2033-05-24,49.63058823529412,229.33,1950,40.840171183625124,-1.3263320307487645,2.941176470588235,14.705882352941178,2.941176470588235,11.76470588235294,52.94117647058824,11.76470588235294,2.941176470588235,2.941176470588235,8.823529411764707,8.823529411764707,2.941176470588235,61.76470588235294,8.823529411764707,5.88235294117647,100.0,0.0,0.0,0.0,0.0,11.76470588235294,5.88235294117647,2.941176470588235,79.41176470588235
CAMPILLO DE ARAGON,ZARAGOZA,4,2018-07-20,2030-04-16,65.575,294.3225,1941,41.126957719264084,-1.8434760156857963,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CANAL DE BERDUN,HUESCA,39,2022-05-12,2032-05-28,59.67820512820512,283.9746153846154,1944,42.61086321677117,-0.8607703958535623,7.6923076923076925,7.6923076923076925,5.128205128205128,10.256410256410255,58.97435897435898,2.564102564102564,7.6923076923076925,7.6923076923076925,5.128205128205128,10.256410256410255,10.256410256410255,41.02564102564102,17.94871794871795,7.6923076923076925,97.43589743589743,0.0,0.0,2.564102564102564,5.128205128205128,10.256410256410255,5.128205128205128,2.564102564102564,76.92307692307693
CANFRANC,HUESCA,333,2021-07-18,2031-01-21,58.88858858858859,331.08318318318317,1988,42.743721786376625,-0.5174531556440245,1.5015015015015014,0.0,1.8018018018018018,9.30930930930931,70.87087087087087,9.90990990990991,6.606606606606606,1.5015015015015014,0.0,1.5015015015015014,3.303303303303303,53.753753753753756,15.315315315315313,24.624624624624623,100.0,0.0,0.0,0.0,1.8018018018018018,89.1891891891892,2.1021021021021022,3.003003003003003,3.903903903903904
CANTAVIEJA,TERUEL,27,2022-02-02,2031-11-30,58.59185185185185,276.71259259259256,1989,40.52610516941707,-0.4058010926049175,0.0,7.4074074074074066,11.11111111111111,11.11111111111111,55.55555555555556,11.11111111111111,3.7037037037037033,0.0,3.7037037037037033,11.11111111111111,11.11111111111111,51.85185185185185,7.4074074074074066,14.814814814814813,100.0,0.0,0.0,0.0,3.7037037037037033,40.74074074074074,3.7037037037037033,11.11111111111111,40.74074074074074
CAPDESASO,HUESCA,7,2021-12-18,2031-12-18,52.50285714285714,244.92428571428573,1947,41.84350105226891,-0.1828528129668799,0.0,0.0,0.0,42.857142857142854,57.14285714285714,0.0,0.0,0.0,0.0,0.0,28.57142857142857,71.42857142857143,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CARENAS,ZARAGOZA,23,2021-09-19,2031-08-01,73.50391304347826,267.04347826086956,1967,41.26655819575833,-1.7976212722502594,0.0,4.3478260869565215,4.3478260869565215,8.695652173913043,65.21739130434783,17.391304347826086,0.0,0.0,0.0,13.043478260869565,4.3478260869565215,60.86956521739131,17.391304347826086,4.3478260869565215,100.0,0.0,0.0,0.0,0.0,21.73913043478261,0.0,0.0,78.26086956521739
CARIÑENA,ZARAGOZA,367,2022-05-01,2032-02-14,53.96727520435968,254.8934332425068,1987,41.337274593616236,-1.2243100500606325,3.2697547683923704,2.452316076294278,6.267029972752043,14.713896457765669,53.67847411444142,11.444141689373296,8.174386920980927,2.452316076294278,2.17983651226158,3.8147138964577656,11.444141689373296,57.22070844686649,12.534059945504087,10.354223433242508,98.9100817438692,0.544959128065395,0.544959128065395,0.0,0.8174386920980926,57.22070844686649,1.3623978201634876,5.722070844686648,34.87738419618528
CASBAS DE HUESCA,HUESCA,19,2022-08-11,2032-01-10,63.67947368421053,314.2236842105263,1924,42.16924414285143,-0.14767835494702233,0.0,0.0,5.263157894736842,21.052631578947366,52.63157894736842,10.526315789473683,10.526315789473683,0.0,0.0,0.0,26.31578947368421,47.368421052631575,15.789473684210526,10.526315789473683,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CASCANTE DEL RIO,TERUEL,11,2023-09-05,2033-03-22,39.74818181818182,191.22545454545454,1959,40.196110719863526,-1.1141291990276017,0.0,0.0,45.45454545454545,27.27272727272727,18.181818181818183,0.0,9.090909090909092,0.0,0.0,9.090909090909092,63.63636363636363,9.090909090909092,9.090909090909092,9.090909090909092,100.0,0.0,0.0,0.0,9.090909090909092,0.0,18.181818181818183,0.0,72.72727272727273
CASPE,ZARAGOZA,1089,2022-01-02,2031-06-07,55.02398530762167,252.6979614325069,1975,41.236342606893636,-0.042304792124447155,4.40771349862259,2.1120293847566574,5.601469237832874,12.48852157943067,45.54637281910009,12.764003673094582,17.079889807162534,4.224058769513315,1.1019283746556474,4.315886134067952,10.376492194674013,45.821854912764,12.396694214876034,21.763085399449036,99.08172635445362,0.18365472910927455,0.642791551882461,0.09182736455463728,8.723599632690542,42.14876033057851,0.8264462809917356,6.152433425160698,42.14876033057851
CASTEJON DE ALARBA,ZARAGOZA,1,2025-11-26,2035-11-26,74.79,365.79,1944,41.18370607573165,-1.6352552548740427,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CASTEJON DE LAS ARMAS,ZARAGOZA,4,2019-03-02,2029-03-02,53.6275,283.7825,1931,41.30913351887063,-1.811788530243656,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0
CASTEJON DE MONEGROS,HUESCA,18,2021-12-20,2031-10-08,62.781666666666666,300.4922222222222,1970,41.61715859513419,-0.23911552849907083,11.11111111111111,0.0,5.555555555555555,16.666666666666664,44.44444444444444,16.666666666666664,5.555555555555555,5.555555555555555,5.555555555555555,0.0,11.11111111111111,50.0,16.666666666666664,11.11111111111111,100.0,0.0,0.0,0.0,0.0,11.11111111111111,5.555555555555555,5.555555555555555,77.77777777777779
CASTEJON DE TORNOS,TERUEL,2,2022-10-04,2032-10-04,52.485,263.985,1920,40.99745325645442,-1.4263601726369104,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CASTEJON DE VALDEJASA,ZARAGOZA,12,2022-03-09,2031-10-08,58.2475,278.8025,1961,41.98352470070847,-0.9939561620768709,0.0,8.333333333333332,8.333333333333332,25.0,50.0,8.333333333333332,0.0,8.333333333333332,0.0,0.0,8.333333333333332,75.0,0.0,8.333333333333332,100.0,0.0,0.0,0.0,0.0,8.333333333333332,8.333333333333332,8.333333333333332,75.0
CASTEL DE CABRA,TERUEL,4,2024-06-22,2034-06-22,45.98,222.82,1966,40.8024348295705,-0.6964410080633373,0.0,25.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CASTELFLORITE,HUESCA,3,2023-01-29,2033-01-28,50.419999999999995,204.41666666666666,1973,41.80402599353693,-0.02189664470675258,0.0,0.0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,66.66666666666666
CASTELLOTE,TERUEL,81,2022-09-03,2032-03-06,56.62234567901234,267.85395061728394,1940,40.78265920775552,-0.3437225386133362,1.2345679012345678,3.7037037037037033,4.938271604938271,16.049382716049383,50.617283950617285,13.580246913580247,9.876543209876543,2.4691358024691357,2.4691358024691357,3.7037037037037033,12.345679012345679,48.148148148148145,16.049382716049383,14.814814814814813,100.0,0.0,0.0,0.0,2.4691358024691357,13.580246913580247,1.2345679012345678,2.4691358024691357,80.24691358024691
CASTELNOU,TERUEL,7,2020-11-28,2031-02-01,49.69285714285714,252.19714285714286,1924,41.2264267356046,-0.35251810522087446,0.0,0.0,14.285714285714285,14.285714285714285,71.42857142857143,0.0,0.0,0.0,0.0,0.0,28.57142857142857,57.14285714285714,14.285714285714285,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,85.71428571428571
CASTELSERAS,TERUEL,60,2022-10-09,2032-05-30,48.469166666666666,229.49699999999999,1966,40.98139831471353,-0.14563266219918314,11.666666666666666,0.0,11.666666666666666,10.0,45.0,11.666666666666666,10.0,11.666666666666666,1.6666666666666667,6.666666666666667,15.0,36.666666666666664,16.666666666666664,11.666666666666666,90.0,3.3333333333333335,6.666666666666667,0.0,1.6666666666666667,13.333333333333334,6.666666666666667,5.0,73.33333333333333
CASTIELLO DE JACA,HUESCA,155,2021-06-19,2031-03-20,81.3398064516129,415.0963870967742,1997,42.6332125779108,-0.5509908456411908,3.870967741935484,0.6451612903225806,3.225806451612903,13.548387096774196,68.38709677419355,7.741935483870968,2.5806451612903225,3.870967741935484,0.6451612903225806,0.6451612903225806,14.193548387096774,58.06451612903226,10.967741935483872,11.612903225806452,99.35483870967742,0.0,0.6451612903225806,0.0,0.6451612903225806,54.19354838709678,0.0,0.0,45.16129032258064
CASTILISCAR,ZARAGOZA,19,2023-03-04,2032-05-25,70.62052631578948,329.6384210526316,1950,42.37590758278154,-1.2736488633262013,0.0,0.0,5.263157894736842,10.526315789473683,63.1578947368421,0.0,21.052631578947366,0.0,0.0,0.0,15.789473684210526,52.63157894736842,21.052631578947366,10.526315789473683,94.73684210526315,5.263157894736842,0.0,0.0,0.0,5.263157894736842,5.263157894736842,0.0,89.47368421052632
CAÑADA DE BENATANDUZ,TERUEL,2,2022-11-25,2032-11-24,47.33,235.935,1975,40.57877784633149,-0.5370420659072277,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0
CAÑADA VELLIDA,TERUEL,3,2023-12-13,2032-04-13,43.03,175.60666666666665,1973,40.707552175353094,-0.9223366110593227,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,66.66666666666666,0.0,0.0
CAÑIZAR DEL OLIVAR,TERUEL,8,2022-01-21,2032-01-22,52.37625,254.61875,1973,40.81646365374925,-0.645045298957402,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0
CEDRILLAS,TERUEL,56,2022-10-03,2032-03-03,46.081607142857145,217.54660714285714,1990,40.43588525447559,-0.8518611999516372,10.714285714285714,0.0,16.071428571428573,17.857142857142858,37.5,14.285714285714285,3.571428571428571,10.714285714285714,3.571428571428571,8.928571428571429,17.857142857142858,35.714285714285715,5.357142857142857,17.857142857142858,92.85714285714286,1.7857142857142856,3.571428571428571,1.7857142857142856,3.571428571428571,35.714285714285715,7.142857142857142,1.7857142857142856,51.78571428571429
CELADAS,TERUEL,7,2022-06-30,2032-01-02,64.80571428571429,271.9528571428571,1968,40.47473253605587,-1.1500262602616451,0.0,0.0,14.285714285714285,0.0,57.14285714285714,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,14.285714285714285,57.14285714285714,0.0,14.285714285714285,71.42857142857143,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CELLA,TERUEL,215,2021-05-20,2031-03-31,48.42488372093023,218.54306976744186,1981,40.45389387388803,-1.2834991556664905,12.558139534883722,7.441860465116279,3.7209302325581395,13.488372093023257,51.627906976744185,5.5813953488372094,5.5813953488372094,11.162790697674419,5.5813953488372094,6.511627906976744,11.627906976744185,53.48837209302325,6.046511627906977,5.5813953488372094,92.09302325581396,0.9302325581395349,6.511627906976744,0.46511627906976744,26.51162790697674,26.046511627906977,6.976744186046512,1.8604651162790697,38.604651162790695
CERVERA DE LA CAÑADA,ZARAGOZA,9,2022-02-19,2032-01-04,147.76555555555558,678.6911111111111,1969,41.43252800081633,-1.7345922500610136,0.0,0.0,0.0,11.11111111111111,66.66666666666666,0.0,22.22222222222222,0.0,0.0,0.0,11.11111111111111,66.66666666666666,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666
CERVERUELA,ZARAGOZA,7,2022-05-04,2032-08-21,39.20285714285715,209.26285714285714,1951,41.215549034626555,-1.214790657267726,0.0,14.285714285714285,42.857142857142854,28.57142857142857,0.0,14.285714285714285,0.0,0.0,14.285714285714285,14.285714285714285,57.14285714285714,0.0,14.285714285714285,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,71.42857142857143
CETINA,ZARAGOZA,43,2022-09-18,2032-01-25,67.39488372093024,316.90093023255815,1961,41.29153673093598,-1.9632188076280144,6.976744186046512,0.0,0.0,13.953488372093023,53.48837209302325,13.953488372093023,11.627906976744185,4.651162790697675,2.3255813953488373,0.0,11.627906976744185,55.81395348837209,16.27906976744186,9.30232558139535,97.67441860465115,2.3255813953488373,0.0,0.0,0.0,2.3255813953488373,9.30232558139535,2.3255813953488373,86.04651162790698
CHIMILLAS,HUESCA,35,2021-08-26,2032-01-16,66.55971428571429,324.06228571428574,1988,42.170630745576766,-0.4521531959298831,14.285714285714285,2.857142857142857,14.285714285714285,22.857142857142858,40.0,5.714285714285714,0.0,11.428571428571429,5.714285714285714,5.714285714285714,28.57142857142857,40.0,8.571428571428571,0.0,97.14285714285714,0.0,2.857142857142857,0.0,0.0,8.571428571428571,0.0,0.0,91.42857142857143
CHIPRANA,ZARAGOZA,54,2021-11-10,2031-11-15,57.937777777777775,266.76944444444445,1962,41.26246963735092,-0.12703975584554883,1.8518518518518516,1.8518518518518516,9.25925925925926,9.25925925925926,59.25925925925925,12.962962962962962,5.555555555555555,3.7037037037037033,1.8518518518518516,5.555555555555555,9.25925925925926,62.96296296296296,11.11111111111111,5.555555555555555,100.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,94.44444444444444
CHODES,ZARAGOZA,19,2022-10-21,2032-10-14,63.69421052631579,305.84315789473686,1943,41.48601404923708,-1.4797603120302427,5.263157894736842,0.0,5.263157894736842,10.526315789473683,57.89473684210527,15.789473684210526,5.263157894736842,5.263157894736842,0.0,5.263157894736842,5.263157894736842,47.368421052631575,26.31578947368421,10.526315789473683,100.0,0.0,0.0,0.0,0.0,10.526315789473683,0.0,0.0,89.47368421052632
CIMBALLA,ZARAGOZA,1,2024-11-15,2034-11-15,75.97,375.84,1943,41.101528427143684,-1.774452728929931,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CINCO OLIVAS,ZARAGOZA,9,2019-08-12,2029-08-11,55.54888888888889,268.4422222222222,1897,41.340049472696094,-0.37166434031524814,11.11111111111111,0.0,0.0,11.11111111111111,55.55555555555556,22.22222222222222,0.0,11.11111111111111,0.0,0.0,0.0,66.66666666666666,11.11111111111111,11.11111111111111,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666
CLARES DE RIBOTA,ZARAGOZA,9,2019-11-22,2029-11-21,63.772222222222226,331.37777777777774,1939,41.52957930824097,-1.8378842550598347,0.0,0.0,0.0,22.22222222222222,55.55555555555556,11.11111111111111,11.11111111111111,0.0,0.0,0.0,22.22222222222222,44.44444444444444,11.11111111111111,22.22222222222222,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,77.77777777777779
CODO,ZARAGOZA,14,2022-01-12,2032-01-12,45.279999999999994,213.07214285714284,1965,41.33281224681134,-0.7006780759242658,14.285714285714285,0.0,0.0,28.57142857142857,50.0,7.142857142857142,0.0,14.285714285714285,0.0,0.0,21.428571428571427,64.28571428571429,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CODOS,ZARAGOZA,19,2021-08-13,2031-05-14,67.37894736842105,310.3421052631579,1964,41.29283373400182,-1.3745002355477063,0.0,0.0,0.0,15.789473684210526,68.42105263157895,10.526315789473683,5.263157894736842,0.0,0.0,0.0,5.263157894736842,63.1578947368421,31.57894736842105,0.0,100.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,5.263157894736842,89.47368421052632
CONTAMINA,ZARAGOZA,3,2021-10-25,2028-06-25,96.90666666666668,492.56,1979,41.30453700610939,-1.9141661546090498,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333
CORBALAN,TERUEL,4,2020-11-30,2030-11-30,15.447500000000002,68.69,1963,40.40362246153747,-0.9855022400519566,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,50.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0
CORTES DE ARAGON,TERUEL,18,2023-03-01,2032-11-19,56.748333333333335,277.34944444444443,1908,40.97381505045532,-0.8349732296454109,0.0,0.0,0.0,44.44444444444444,38.88888888888889,11.11111111111111,5.555555555555555,0.0,0.0,0.0,11.11111111111111,61.111111111111114,16.666666666666664,11.11111111111111,100.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,94.44444444444444
COSA,TERUEL,1,2016-09-21,2026-09-21,42.1,248.4,1900,40.77727268858172,-1.0878972618927805,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
COSUENDA,ZARAGOZA,40,2022-02-26,2032-02-06,53.77175,252.52525,1969,41.36598094577805,-1.2986045462744213,0.0,10.0,2.5,27.500000000000004,52.5,0.0,7.5,5.0,5.0,5.0,20.0,45.0,15.0,5.0,100.0,0.0,0.0,0.0,2.5,12.5,0.0,0.0,85.0
CRIVILLEN,TERUEL,5,2023-07-14,2030-07-14,62.342,350.986,1967,40.883250449322766,-0.576749945857799,0.0,0.0,20.0,0.0,20.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CUARTE DE HUERVA,ZARAGOZA,2324,2021-09-24,2031-11-27,40.128205679862305,195.50624784853701,2004,41.59086567373209,-0.9355919836564146,10.972461273666093,4.087779690189329,10.197934595524957,24.741824440619624,45.137693631669535,3.485370051635112,1.376936316695353,9.81067125645439,4.561101549053356,5.464716006884681,21.385542168674696,50.172117039586915,4.776247848537006,3.82960413080895,95.48192771084338,3.141135972461274,1.333907056798623,0.04302925989672978,6.669535283993115,57.44406196213425,2.0223752151462997,4.3029259896729775,29.561101549053355
CUBLA,TERUEL,4,2020-09-04,2031-01-30,71.52250000000001,309.5625,1954,40.210749669142444,-1.0791606948330883,0.0,0.0,0.0,25.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,50.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0
CUCALON,TERUEL,11,2023-03-30,2033-02-14,42.52636363636364,217.31454545454545,1944,41.085975203078256,-1.2149261475324165,18.181818181818183,18.181818181818183,0.0,0.0,45.45454545454545,0.0,18.181818181818183,18.181818181818183,0.0,18.181818181818183,0.0,36.36363636363637,9.090909090909092,18.181818181818183,90.9090909090909,0.0,9.090909090909092,0.0,0.0,36.36363636363637,0.0,0.0,63.63636363636363
CUEVAS DE ALMUDEN,TERUEL,14,2023-11-09,2033-08-15,70.31142857142858,309.72285714285715,1967,40.713435658166375,-0.8292019442890748,0.0,7.142857142857142,0.0,28.57142857142857,42.857142857142854,7.142857142857142,14.285714285714285,0.0,7.142857142857142,21.428571428571427,14.285714285714285,42.857142857142854,0.0,14.285714285714285,92.85714285714286,7.142857142857142,0.0,0.0,14.285714285714285,0.0,21.428571428571427,0.0,64.28571428571429
CUEVAS LABRADAS,TERUEL,8,2023-08-25,2033-08-29,26.723750000000003,122.705,1953,40.4533814942042,-1.0516471432884589,25.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,12.5,37.5,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
DAROCA,ZARAGOZA,210,2021-10-02,2031-06-14,80.83714285714285,338.6977619047619,1957,41.114093322669824,-1.4142719959773171,3.8095238095238098,1.9047619047619049,9.523809523809524,14.761904761904763,45.23809523809524,12.380952380952381,12.380952380952381,2.857142857142857,3.3333333333333335,7.142857142857142,12.857142857142856,43.333333333333336,15.714285714285714,14.761904761904763,98.57142857142858,0.4761904761904762,0.9523809523809524,0.0,2.380952380952381,49.047619047619044,8.095238095238095,7.6190476190476195,32.857142857142854
EJEA DE LOS CABALLEROS,ZARAGOZA,1501,2022-03-02,2031-11-28,72.31624916722186,256.2314257161892,1975,42.1307969783778,-1.1530110748265863,3.597601598934044,3.0646235842771485,5.263157894736842,12.391738840772819,57.295136575616255,11.05929380413058,7.328447701532312,2.3984010659560293,3.3311125916055966,3.7308461025982673,10.926049300466357,52.831445702864755,13.79080612924717,12.991339107261826,97.00199866755497,2.1319120586275817,0.4663557628247834,0.39973351099267157,18.38774150566289,46.03597601598934,1.3324450366422385,5.129913391072619,29.11392405063291
EJULVE,TERUEL,11,2022-05-03,2032-01-04,58.47,268.66818181818184,1958,40.77560680097076,-0.5538129816993017,0.0,9.090909090909092,9.090909090909092,0.0,45.45454545454545,18.181818181818183,18.181818181818183,0.0,9.090909090909092,9.090909090909092,9.090909090909092,45.45454545454545,9.090909090909092,18.181818181818183,100.0,0.0,0.0,0.0,0.0,36.36363636363637,0.0,0.0,63.63636363636363
EL BURGO DE EBRO,ZARAGOZA,383,2021-12-16,2031-11-30,55.58483028720627,258.123681462141,1992,41.56888761602328,-0.7359737494521931,6.005221932114883,4.699738903394255,8.87728459530026,13.838120104438643,52.219321148825074,9.39947780678851,4.960835509138381,6.266318537859007,3.1331592689295036,7.310704960835509,13.315926892950392,53.52480417754569,9.660574412532636,6.7885117493472595,97.911227154047,1.0443864229765014,0.7832898172323759,0.26109660574412535,0.26109660574412535,37.0757180156658,2.610966057441253,2.8720626631853787,57.180156657963444
EL BUSTE,ZARAGOZA,7,2022-10-10,2032-01-23,60.392857142857146,316.99571428571426,1936,41.88623307710692,-1.6015951393536274,0.0,0.0,14.285714285714285,28.57142857142857,57.14285714285714,0.0,0.0,0.0,0.0,14.285714285714285,0.0,71.42857142857143,0.0,14.285714285714285,100.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,85.71428571428571
EL CASTELLAR,TERUEL,6,2023-06-30,2033-08-10,55.27,252.59,1940,40.36496543717353,-0.8174296181273965,0.0,0.0,16.666666666666664,16.666666666666664,50.0,16.666666666666664,0.0,0.0,0.0,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,100.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,66.66666666666666
